id,origin,cs,power,destination,path
18164,10,11,50,11,[27]
18165,10,1,50,17,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49]"
18166,10,5,50,17,"[26, 23, 12, 16, 22, 49]"
18167,10,15,120,13,"[28, 46, 69, 66, 74]"
18168,10,5,50,14,"[26, 23, 11, 10, 34]"
18169,10,5,50,13,"[26, 23, 11, 8, 7, 37]"
18170,14,15,120,4,"[41, 44, 40, 31]"
18171,7,15,120,8,"[18, 55, 49, 53, 57, 45, 58, 52, 47]"
18172,20,20,50,9,"[60, 55, 48, 26]"
18173,4,13,50,16,"[8, 7, 37, 38, 36, 32, 29]"
18174,14,20,50,23,"[41, 45, 59, 63, 70]"
18175,10,1,50,2,"[26, 23, 11, 8, 5, 1]"
18176,16,13,120,7,"[48, 27, 33, 37, 39, 75, 64, 60, 54]"
18177,11,11,120,10,[32]
18178,24,5,50,12,"[74, 38, 35, 6, 9, 11, 8, 7]"
18179,17,15,120,7,"[53, 57, 45, 58, 52, 50, 54]"
18180,10,11,50,11,[27]
18181,10,5,50,9,"[26, 23, 13]"
18182,15,15,50,23,"[46, 70]"
18183,22,1,50,1,"[69, 66, 74, 38, 35, 5]"
18184,22,5,50,12,"[67, 43, 26, 23, 11, 8, 7]"
18185,10,15,120,15,[28]
18186,15,15,50,10,[43]
18187,9,13,50,7,"[25, 27, 33, 37, 39, 75, 64, 60, 54]"
18188,24,11,50,23,"[76, 71, 40, 34, 42]"
18189,9,11,50,10,"[25, 27, 32]"
18190,22,15,120,15,[67]
18191,16,11,120,7,"[48, 27, 32, 29, 50, 54]"
18192,8,1,50,1,"[19, 14, 3]"
18193,20,20,50,10,"[60, 55, 48]"
18194,24,13,50,13,[74]
18195,11,11,50,20,"[32, 29, 50, 56]"
18196,23,15,120,15,"[72, 67]"
18197,20,20,120,11,"[61, 57, 44, 40]"
18198,16,15,120,15,"[49, 53, 57]"
18199,10,5,50,9,"[26, 23, 13]"
18200,20,20,50,10,"[60, 55, 48]"
18201,20,20,120,19,[61]
18202,12,13,50,8,"[37, 38, 35, 6, 9, 12, 16]"
18203,20,20,120,11,"[61, 57, 44, 40]"
18204,23,20,50,20,"[72, 68]"
18205,20,20,50,6,"[60, 54, 17, 19]"
18206,14,11,50,21,"[40, 34, 42, 73, 75]"
18207,14,11,50,22,"[40, 34, 41, 46]"
18208,4,1,50,10,"[8, 5, 2, 6, 9, 13, 25]"
18209,10,5,50,9,"[26, 23, 13]"
18210,20,20,120,7,"[60, 54]"
18211,13,13,120,24,[39]
18212,12,13,50,14,"[37, 39, 76, 71]"
18213,15,15,120,10,[43]
18214,24,20,50,21,"[75, 64, 62]"
18215,11,11,120,23,"[34, 42]"
18216,9,11,50,16,"[25, 27, 32, 29]"
18217,22,13,50,13,"[69, 66, 74]"
18218,12,5,50,14,"[35, 6, 9, 11, 10, 34]"
18219,8,13,50,18,"[19, 15, 11, 8, 7, 37, 39, 75, 64, 60]"
18220,22,15,120,16,"[67, 45, 58, 52]"
18221,22,13,50,24,"[69, 66, 74, 39]"
18222,12,15,120,15,"[37, 39, 75, 65, 67]"
18223,15,15,120,10,[43]
18224,13,13,120,1,"[38, 35, 5]"
18225,9,5,50,8,"[23, 12, 16]"
18226,20,20,50,23,"[63, 70]"
18227,9,1,50,17,"[23, 11, 8, 5, 1, 4, 16, 22, 49]"
18228,17,11,50,23,"[52, 48, 27, 34, 42]"
18229,8,13,50,21,"[19, 15, 11, 8, 7, 37, 39, 75]"
18230,11,11,120,23,"[34, 42]"
18231,14,20,50,16,"[41, 45, 59, 60, 55]"
18232,17,5,50,11,"[52, 47, 19, 15, 11, 10]"
18233,4,15,120,23,"[10, 34, 41, 46, 70]"
18234,6,20,50,20,"[16, 20, 18, 56]"
18235,1,1,50,4,"[2, 6]"
18236,10,1,50,1,"[26, 23, 11, 8, 5]"
18237,9,20,120,16,"[25, 29, 50, 56, 60, 55]"
18238,11,11,50,10,[32]
18239,16,15,120,7,"[49, 53, 57, 45, 58, 52, 50, 54]"
18240,4,11,50,12,"[10, 33]"
18241,11,11,120,19,"[34, 41, 45]"
18242,7,15,120,17,"[18, 55, 49, 53, 57, 45, 58]"
18243,8,20,50,19,"[20, 18, 56, 61]"
18244,14,20,50,10,"[41, 45, 59, 60, 55, 48]"
18245,8,15,120,10,"[22, 49, 53, 57, 43]"
18246,9,13,50,12,"[25, 27, 33, 37, 38]"
18247,12,5,50,10,"[35, 6, 9, 13, 25]"
18248,22,13,50,16,"[69, 66, 74, 38, 36, 32, 29]"
18249,15,15,120,22,[46]
18250,16,13,120,8,"[48, 27, 33, 37, 38, 35, 6, 9, 12, 16]"
18251,23,5,50,22,"[71, 40, 31, 9, 13, 25, 28, 46]"
18252,22,20,50,23,"[68, 63, 70]"
18253,13,13,120,17,"[39, 75, 65, 67, 45, 58]"
18254,13,13,50,23,"[39, 76]"
18255,18,11,50,17,"[55, 48, 27, 32, 29, 49]"
18256,22,5,50,23,"[67, 43, 26, 23, 11, 10, 34, 42]"
18257,1,1,50,17,"[1, 4, 16, 22, 49]"
18258,7,13,50,8,"[18, 56, 62, 66, 74, 38, 35, 6, 9, 12, 16]"
18259,15,15,120,10,[43]
18260,22,11,50,10,"[70, 71, 40, 32]"
19475,15,15,50,10,[43]
19476,9,20,120,22,"[25, 29, 50, 56, 63]"
19477,15,15,50,10,[43]
19478,12,13,120,16,"[37, 38, 36, 32, 29]"
19479,7,15,50,15,"[18, 55, 49, 53, 57]"
19480,8,1,120,11,"[19, 14, 3, 2, 7, 36]"
19481,9,20,120,18,"[25, 29, 50, 56, 60]"
19482,4,1,120,1,"[8, 5]"
19483,8,1,120,7,"[19, 14, 3, 1, 4, 16, 20]"
19484,23,11,120,11,"[71, 40]"
19485,22,1,120,10,"[69, 66, 74, 38, 35, 5, 2, 6, 9, 13, 25]"
19486,13,13,120,24,[39]
19487,9,11,120,14,"[25, 27, 34]"
19488,14,5,120,24,"[40, 31, 9, 11, 8, 7, 37, 39]"
19489,6,20,120,14,"[16, 20, 18, 56, 61, 57, 44]"
19490,12,13,120,4,"[37, 38, 35, 6]"
19491,11,11,50,14,[34]
19492,14,13,120,23,"[42, 73, 74, 39, 76]"
19493,6,20,120,20,"[16, 20, 18, 56]"
19494,10,15,50,17,"[28, 45, 58]"
19495,7,1,120,12,"[17, 19, 14, 3, 2, 7]"
19496,22,1,120,21,"[69, 66, 74, 38, 35, 5, 2, 7, 37, 39, 75]"
19497,24,11,120,11,"[76, 71, 40]"
19498,10,1,120,24,"[26, 23, 11, 8, 5, 2, 7, 37, 39]"
19499,17,5,120,22,"[52, 47, 19, 15, 13, 25, 28, 46]"
19500,21,13,120,9,"[66, 74, 38, 36, 32, 26]"
19501,19,1,120,10,"[58, 52, 47, 19, 14, 3, 2, 6, 9, 13, 25]"
19502,24,20,120,20,"[75, 64]"
19503,16,20,120,20,"[50, 56]"
19504,1,1,120,23,"[2, 7, 37, 39, 76]"
19505,20,20,50,17,"[61, 58]"
19506,12,5,120,10,"[35, 6, 9, 13, 25]"
19507,14,15,50,12,"[41, 46, 69, 66, 74, 38]"
19508,15,15,50,18,"[45, 58, 52, 50]"
19509,10,1,120,17,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49]"
19510,19,15,50,22,"[57, 46]"
19511,7,13,120,13,"[18, 56, 62, 66, 74]"
19512,17,5,120,19,"[52, 47, 19, 15, 12, 16, 22, 49, 53]"
19513,15,15,120,14,[44]
19514,22,11,120,10,"[70, 71, 40, 32]"
19515,23,11,120,9,"[71, 40, 32, 26]"
19516,20,20,50,19,[61]
19517,14,11,120,11,[40]
19518,10,5,120,6,"[26, 23, 12]"
19519,3,1,120,9,"[5, 2, 6, 9, 13]"
19520,17,20,120,22,"[53, 59, 63]"
19521,8,15,50,6,"[22, 49, 53, 57, 45, 58, 52, 47, 19]"
19522,14,11,120,11,[40]
19523,8,20,120,20,"[20, 18, 56]"
19524,17,20,120,20,"[53, 59]"
19525,13,13,120,11,"[38, 36]"
19526,17,20,120,11,"[53, 59, 60, 55, 48, 27]"
19527,9,11,120,4,"[25, 27, 31]"
19528,22,13,120,13,"[69, 66, 74]"
19529,5,5,50,17,"[12, 16, 22, 49]"
19530,11,11,50,3,"[33, 35]"
19531,10,15,50,15,[28]
19532,10,20,50,14,"[29, 50, 56, 61, 57, 44]"
19533,10,11,120,16,"[27, 32, 29]"
19534,8,20,120,17,"[20, 18, 56, 61, 58]"
19535,17,20,120,19,"[53, 59, 61]"
19536,5,5,50,8,"[12, 16]"
19537,15,15,50,20,"[45, 59]"
19538,17,15,50,10,"[53, 57, 43]"
19539,15,15,120,13,"[46, 69, 66, 74]"
19540,21,11,120,9,"[66, 76, 71, 40, 32, 26]"
19541,24,13,120,13,[74]
19542,22,1,120,23,"[69, 66, 74, 38, 35, 5, 2, 7, 37, 39, 76]"
19543,10,15,50,6,"[28, 45, 58, 52, 47, 19]"
19544,7,13,120,24,"[18, 56, 62, 66, 74, 39]"
19545,10,1,120,19,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49, 53]"
19546,18,15,50,21,"[55, 49, 53, 57, 46, 69]"
19547,22,5,120,17,"[67, 43, 26, 23, 12, 16, 22, 49]"
19548,8,5,120,7,"[19, 15, 12, 16, 20]"
19549,16,20,120,23,"[50, 56, 63, 70]"
19550,8,20,120,20,"[20, 18, 56]"
19551,4,20,120,6,"[9, 12, 16, 20, 18, 56, 60, 54, 17, 19]"
19552,14,11,120,11,[40]
19553,16,11,120,17,"[48, 27, 32, 29, 49]"
19554,18,13,120,13,"[56, 62, 66, 74]"
19555,23,13,120,14,"[73, 74, 39, 76, 71]"
19556,9,11,120,11,"[25, 27]"
19557,6,20,120,10,"[16, 20, 18, 56, 60, 55, 48]"
19558,4,13,120,10,"[8, 7, 37, 38, 36, 32]"
19559,10,11,120,17,"[27, 32, 29, 49]"
19560,14,13,120,13,"[42, 73, 74]"
19561,12,13,120,10,"[37, 38, 36, 32]"
19562,15,15,50,7,"[45, 58, 52, 50, 54]"
19563,17,1,120,10,"[52, 47, 19, 14, 3, 2, 6, 9, 13, 25]"
19564,10,1,120,19,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49, 53]"
19565,20,20,120,10,"[60, 55, 48]"
19566,8,13,120,6,"[19, 15, 11, 8, 7, 37, 38, 35, 6, 9, 12]"
19567,17,15,50,15,"[53, 57]"
19568,20,20,50,15,"[61, 57]"
19569,23,15,50,15,"[72, 67]"
19570,20,20,50,7,"[60, 54]"
19571,10,11,120,22,"[27, 34, 41, 46]"
19572,10,1,120,4,"[26, 23, 11, 8, 5, 2, 6]"
19573,11,11,50,5,"[31, 9]"
19574,14,1,120,10,"[40, 31, 8, 5, 2, 6, 9, 13, 25]"
19575,15,15,50,4,"[44, 40, 31]"
19576,20,20,120,13,"[62, 66, 74]"
19577,20,20,120,15,"[61, 57]"
19578,15,15,120,10,[43]
19579,9,1,120,1,"[23, 11, 8, 5]"
19580,15,15,120,17,"[45, 58]"
19581,22,1,120,14,"[69, 66, 74, 38, 35, 5, 2, 7, 36, 34]"
19582,23,15,50,10,"[72, 67, 43]"
19583,10,11,120,17,"[27, 32, 29, 49]"
19584,22,15,50,17,"[67, 45, 58]"
19585,15,15,120,16,"[45, 58, 52]"
19586,12,5,120,7,"[35, 6, 9, 12, 16, 20]"
19587,10,20,120,23,"[29, 50, 56, 63, 70]"
19588,13,13,120,12,[38]
19589,16,15,50,19,"[49, 53, 57, 45]"
19590,17,1,120,22,"[52, 47, 19, 14, 3, 2, 7, 37, 39, 75, 65]"
19591,21,1,120,19,"[66, 74, 38, 35, 5, 1, 4, 16, 22, 49, 53]"
19592,15,15,120,14,[44]
19593,13,13,50,24,[39]
19594,23,11,120,16,"[71, 40, 32, 29]"
19595,10,20,120,22,"[29, 50, 56, 63]"
19596,15,15,50,11,"[44, 40]"
19597,9,20,120,23,"[25, 29, 50, 56, 63, 70]"
19598,17,20,120,18,"[53, 59, 60]"
19599,17,20,120,20,"[53, 59]"
19600,10,20,50,24,"[29, 50, 56, 62, 66]"
19601,22,15,50,15,[67]
19602,16,20,120,10,"[50, 56, 60, 55, 48]"
19603,13,13,50,10,"[38, 36, 32]"
19604,21,15,50,23,"[65, 67, 46, 70]"
19605,3,11,120,11,"[7, 36]"
19606,16,13,50,10,"[48, 27, 33, 37, 38, 36, 32]"
19607,12,1,120,16,"[35, 5, 1, 4, 16, 22]"
19608,13,13,120,17,"[39, 75, 65, 67, 45, 58]"
19609,1,1,120,11,"[2, 7, 36]"
19610,23,20,120,20,"[72, 68]"
19611,8,20,120,12,"[20, 18, 56, 62, 66, 74, 38]"
19612,8,20,120,20,"[20, 18, 56]"
19613,22,13,120,4,"[69, 66, 74, 38, 35, 6]"
19614,16,15,50,17,"[49, 53, 57, 45, 58]"
19615,11,11,50,22,"[34, 41, 46]"
19616,16,1,120,8,"[47, 19, 14, 3, 1, 4, 16]"
19617,21,1,120,16,"[66, 74, 38, 35, 5, 1, 4, 16, 22]"
19618,8,13,120,4,"[19, 15, 11, 8, 7, 37, 38, 35, 6]"
19619,13,13,120,23,"[39, 76]"
19620,17,11,50,16,"[52, 48, 27, 32, 29]"
19621,7,15,50,9,"[18, 55, 49, 53, 57, 43, 26]"
19622,15,15,120,13,"[46, 69, 66, 74]"
19623,16,20,120,8,"[50, 56, 60, 54, 17]"
19624,10,1,120,21,"[26, 23, 11, 8, 5, 2, 7, 37, 39, 75]"
19625,9,15,50,15,"[25, 28]"
19626,14,11,120,11,[40]
19627,17,5,120,11,"[52, 47, 19, 15, 11, 10]"
19628,9,1,120,16,"[23, 11, 8, 5, 1, 4, 16, 22]"
19629,10,15,50,15,[28]
19630,18,11,50,8,"[55, 48, 27, 32, 29, 47]"
19631,7,20,120,20,"[18, 56]"
19632,10,1,120,22,"[26, 23, 11, 8, 5, 2, 7, 37, 39, 75, 65]"
19633,1,1,50,7,"[1, 4, 16, 20]"
19634,12,15,50,4,"[37, 39, 75, 65, 67, 44, 40, 31]"
19635,23,11,120,10,"[71, 40, 32]"
19636,16,5,120,8,"[47, 19, 15, 12, 16]"
19637,14,20,120,20,"[41, 45, 59]"
19638,10,11,120,18,"[27, 32, 29, 50]"
19639,9,1,120,23,"[23, 11, 8, 5, 2, 7, 37, 39, 76]"
19640,8,1,120,1,"[19, 14, 3]"
19641,10,11,120,12,"[27, 33]"
19642,10,1,120,12,"[26, 23, 11, 8, 5, 2, 7]"
19643,21,20,120,16,"[64, 60, 55]"
19644,18,20,120,14,"[56, 61, 57, 44]"
19645,15,15,50,22,[46]
19646,16,5,120,17,"[47, 19, 15, 12, 16, 22, 49]"
19647,15,15,120,22,[46]
19648,15,15,120,10,[43]
19649,10,1,120,1,"[26, 23, 11, 8, 5]"
19650,11,11,50,10,[32]
19651,16,1,120,8,"[47, 19, 14, 3, 1, 4, 16]"
19652,13,13,120,22,"[39, 75, 65]"
19653,10,1,120,23,"[26, 23, 11, 8, 5, 2, 7, 37, 39, 76]"
19654,4,1,120,22,"[8, 5, 2, 7, 37, 39, 75, 65]"
19655,16,13,50,17,"[48, 27, 33, 37, 39, 75, 65, 67, 45, 58]"
19656,7,20,120,16,"[18, 56, 60, 55]"
19657,15,15,120,9,"[43, 26]"
19658,22,1,120,1,"[69, 66, 74, 38, 35, 5]"
19659,12,13,120,13,[37]
19660,22,15,50,15,[67]
19661,10,1,120,17,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49]"
19662,10,20,50,19,"[29, 50, 56, 61]"
19663,16,1,120,10,"[47, 19, 14, 3, 2, 6, 9, 13, 25]"
19664,22,1,120,16,"[69, 66, 74, 38, 35, 5, 1, 4, 16, 22]"
19665,23,20,120,16,"[72, 68, 60, 55]"
19666,15,15,120,19,[45]
19667,1,1,50,4,"[2, 6]"
19668,10,5,120,7,"[26, 23, 12, 16, 20]"
19669,22,15,50,9,"[67, 43, 26]"
19670,17,20,120,20,"[53, 59]"
19671,6,5,120,7,"[15, 12, 16, 20]"
19672,16,15,50,14,"[49, 53, 57, 44]"
19673,10,1,120,16,"[26, 23, 11, 8, 5, 1, 4, 16, 22]"
19674,16,5,120,17,"[47, 19, 15, 12, 16, 22, 49]"
19675,16,15,50,15,"[49, 53, 57]"
19676,15,15,120,22,[46]
19677,20,20,50,11,"[61, 57, 44, 40]"
19678,23,11,120,12,"[71, 40, 33]"
19679,10,5,120,13,"[26, 23, 11, 8, 7, 37]"
19680,13,13,120,20,"[39, 75, 64]"
19681,17,20,120,22,"[53, 59, 63]"
19682,4,20,120,10,"[9, 12, 16, 20, 18, 56, 60, 55, 48]"
19683,22,1,120,17,"[69, 66, 74, 38, 35, 5, 1, 4, 16, 22, 49]"
19684,22,15,50,15,[67]
19685,16,1,120,8,"[47, 19, 14, 3, 1, 4, 16]"
19686,16,15,50,9,"[49, 53, 57, 43, 26]"
19687,1,1,120,10,"[2, 6, 9, 13, 25]"
19688,19,20,120,10,"[59, 60, 55, 48]"
19689,19,15,50,9,"[57, 43, 26]"
19690,16,1,120,1,"[47, 19, 14, 3]"
19691,23,13,120,22,"[73, 74, 39, 75, 65]"
19692,5,5,120,4,[11]
19693,10,13,120,17,"[27, 33, 37, 39, 75, 65, 67, 45, 58]"
19694,24,20,120,22,"[75, 64, 63]"
19695,17,11,50,4,"[52, 48, 27, 31]"
19696,13,13,50,23,"[39, 76]"
19697,15,15,120,8,"[45, 58, 52, 47]"
19698,7,20,120,10,"[18, 56, 60, 55, 48]"
19699,8,15,50,14,"[22, 49, 53, 57, 44]"
20975,12,20,120,10,"[37, 39, 75, 64, 60, 55, 48]"
20976,22,11,120,17,"[70, 71, 40, 32, 29, 49]"
20977,9,20,120,16,"[25, 29, 50, 56, 60, 55]"
20978,11,11,120,10,[32]
20979,16,1,120,13,"[47, 19, 14, 3, 2, 7, 37]"
20980,13,13,120,11,"[38, 36]"
20981,10,5,120,17,"[26, 23, 12, 16, 22, 49]"
20982,22,13,120,13,"[69, 66, 74]"
20983,7,13,120,16,"[18, 56, 62, 66, 74, 38, 36, 32, 29]"
20984,10,13,120,16,"[27, 33, 37, 38, 36, 32, 29]"
20985,12,5,120,17,"[35, 6, 9, 12, 16, 22, 49]"
20986,19,1,120,16,"[58, 52, 47, 19, 14, 3, 1, 4, 16, 22]"
20987,12,1,120,16,"[35, 5, 1, 4, 16, 22]"
20988,10,5,120,6,"[26, 23, 12]"
20989,20,20,50,16,"[60, 55]"
20990,22,11,120,17,"[70, 71, 40, 32, 29, 49]"
20991,17,11,120,24,"[52, 48, 27, 34, 42, 73]"
20992,5,5,120,10,"[13, 25]"
20993,22,20,120,19,"[68, 61]"
20994,16,5,120,5,"[47, 19, 15]"
20995,14,20,120,22,"[41, 45, 59, 63]"
20996,11,11,120,4,[31]
20997,22,13,120,17,"[69, 66, 74, 39, 75, 65, 67, 45, 58]"
20998,6,5,120,5,[15]
20999,8,20,120,20,"[20, 18, 56]"
21000,11,11,50,17,"[32, 29, 49]"
21001,22,11,120,23,"[70, 71, 40, 34, 42]"
21002,23,20,120,20,"[72, 68]"
21003,22,1,120,8,"[69, 66, 74, 38, 35, 5, 1, 4, 16]"
21004,22,11,120,12,"[70, 71, 40, 33]"
21005,15,15,120,5,"[43, 26, 23]"
21006,5,5,50,10,"[13, 25]"
21007,10,11,120,16,"[27, 32, 29]"
21008,22,1,120,17,"[69, 66, 74, 38, 35, 5, 1, 4, 16, 22, 49]"
21009,5,5,120,10,"[13, 25]"
21010,6,20,120,20,"[16, 20, 18, 56]"
21011,17,13,120,11,"[53, 57, 46, 69, 66, 74, 38, 36]"
21012,17,13,120,13,"[53, 57, 46, 69, 66, 74]"
21013,21,5,120,22,"[65, 67, 43, 26, 23, 13, 25, 28, 46]"
21014,19,20,120,20,[59]
21015,5,5,50,15,"[13, 25, 28]"
21016,10,1,120,9,"[26, 23, 11, 8, 5, 2, 6, 9, 13]"
21017,1,1,120,9,"[2, 6, 9, 13]"
21018,17,11,50,19,"[52, 48, 27, 34, 41, 45]"
21019,19,5,120,7,"[58, 52, 47, 19, 15, 12, 16, 20]"
21020,3,11,120,16,"[7, 36, 32, 29]"
21021,9,11,120,16,"[25, 27, 32, 29]"
21022,1,1,120,20,"[1, 4, 16, 20, 18, 56]"
21023,12,11,120,11,[36]
21024,13,13,50,22,"[39, 75, 65]"
21025,15,15,120,23,"[46, 70]"
21026,10,5,120,9,"[26, 23, 13]"
21027,5,5,120,10,"[13, 25]"
21028,10,11,120,16,"[27, 32, 29]"
21029,16,5,120,14,"[47, 19, 15, 11, 10, 34]"
21030,23,1,120,22,"[73, 74, 38, 35, 5, 2, 7, 37, 39, 75, 65]"
21031,9,15,120,2,"[25, 28, 45, 58, 52, 47, 19, 14]"
21032,11,11,120,10,[32]
21033,11,11,50,14,[34]
21034,24,11,120,22,"[76, 71, 40, 34, 41, 46]"
21035,13,13,50,12,[38]
21036,5,5,120,10,"[13, 25]"
21037,15,15,50,11,"[44, 40]"
21038,10,1,120,1,"[26, 23, 11, 8, 5]"
21039,17,20,120,20,"[53, 59]"
21040,17,1,120,18,"[52, 47, 19, 14, 3, 1, 4, 16, 20, 18]"
21041,9,1,120,16,"[23, 11, 8, 5, 1, 4, 16, 22]"
21042,10,11,120,11,[27]
21043,4,11,120,14,"[10, 34]"
21044,11,11,120,19,"[34, 41, 45]"
21045,15,15,50,17,"[45, 58]"
21046,4,1,120,1,"[8, 5]"
21047,20,20,120,15,"[61, 57]"
21048,17,15,120,15,"[53, 57]"
21049,24,11,120,11,"[76, 71, 40]"
21050,11,11,50,10,[32]
21051,19,1,120,10,"[58, 52, 47, 19, 14, 3, 2, 6, 9, 13, 25]"
21052,12,13,120,13,[37]
21053,21,13,120,13,"[66, 74]"
21054,17,13,120,8,"[53, 57, 46, 69, 66, 74, 38, 35, 6, 9, 12, 16]"
21055,20,20,120,21,[62]
21056,10,11,120,14,"[27, 34]"
21057,8,11,120,2,"[22, 48, 27, 31, 9, 12, 14]"
21058,7,5,120,17,"[17, 19, 15, 12, 16, 22, 49]"
21059,15,15,120,21,"[46, 69]"
21060,9,11,120,14,"[25, 27, 34]"
21061,5,5,50,10,"[13, 25]"
21062,10,11,120,9,"[27, 32, 26]"
21063,10,11,120,11,[27]
21064,9,1,120,1,"[23, 11, 8, 5]"
21065,20,20,50,8,"[60, 54, 17]"
21066,10,20,50,9,"[29, 50, 56, 60, 55, 48, 26]"
21067,10,1,120,16,"[26, 23, 11, 8, 5, 1, 4, 16, 22]"
21068,10,11,120,2,"[27, 31, 9, 12, 14]"
21069,13,13,120,22,"[39, 75, 65]"
21070,22,20,120,20,[68]
21071,15,15,50,7,"[45, 58, 52, 50, 54]"
21072,16,13,50,9,"[48, 27, 33, 37, 38, 36, 32, 26]"
21073,9,1,120,1,"[23, 11, 8, 5]"
21074,14,11,120,12,"[40, 33]"
21075,11,11,120,14,[34]
21076,8,5,120,4,"[19, 15, 11]"
21077,16,5,120,19,"[47, 19, 15, 12, 16, 22, 49, 53]"
21078,22,15,120,19,"[67, 45]"
21079,1,1,50,6,"[1, 4]"
21080,7,13,120,8,"[18, 56, 62, 66, 74, 38, 35, 6, 9, 12, 16]"
21081,11,11,120,1,"[33, 35, 5]"
21082,7,11,120,16,"[18, 55, 48, 27, 32, 29]"
21083,10,5,120,13,"[26, 23, 11, 8, 7, 37]"
21084,8,1,120,16,"[19, 14, 3, 1, 4, 16, 22]"
21085,19,13,120,10,"[57, 46, 69, 66, 74, 38, 36, 32]"
21086,22,13,120,13,"[69, 66, 74]"
21087,14,5,120,10,"[40, 31, 9, 13, 25]"
21088,16,1,120,9,"[47, 19, 14, 3, 2, 6, 9, 13]"
21089,10,1,120,14,"[26, 23, 11, 8, 5, 2, 7, 36, 34]"
21090,10,5,120,14,"[26, 23, 11, 10, 34]"
21091,22,15,120,15,[67]
21092,8,5,120,3,"[19, 15, 11, 8]"
21093,8,11,120,9,"[22, 48, 27, 32, 26]"
21094,14,13,120,13,"[42, 73, 74]"
21095,11,11,50,23,"[34, 42]"
21096,5,5,120,10,"[13, 25]"
21097,21,5,120,22,"[65, 67, 43, 26, 23, 13, 25, 28, 46]"
21098,20,20,120,13,"[62, 66, 74]"
21099,5,5,50,10,"[13, 25]"
21100,10,1,120,13,"[26, 23, 11, 8, 5, 2, 7, 37]"
21101,11,11,50,24,"[34, 42, 73]"
21102,11,11,50,16,"[32, 29]"
21103,13,13,120,7,"[39, 75, 64, 60, 54]"
21104,10,11,120,11,[27]
21105,17,5,120,16,"[52, 47, 19, 15, 12, 16, 22]"
21106,11,11,50,15,"[34, 41]"
21107,17,15,120,6,"[53, 57, 45, 58, 52, 47, 19]"
21108,21,20,120,20,[64]
21109,10,1,120,20,"[26, 23, 11, 8, 5, 1, 4, 16, 20, 18, 56]"
21110,5,5,120,10,"[13, 25]"
21111,16,5,120,19,"[47, 19, 15, 12, 16, 22, 49, 53]"
21112,19,5,120,22,"[58, 52, 47, 19, 15, 13, 25, 28, 46]"
21113,19,20,120,20,[59]
21114,22,11,120,11,"[70, 71, 40]"
21115,10,5,120,5,"[26, 23]"
21116,11,11,50,22,"[34, 41, 46]"
21117,15,15,120,23,"[46, 70]"
21118,15,15,120,9,"[43, 26]"
21119,4,13,120,2,"[8, 7, 37, 38, 35, 5, 1]"
21120,11,11,120,5,"[31, 9]"
21121,16,11,50,10,"[48, 27, 32]"
21122,2,5,120,7,"[4, 15, 12, 16, 20]"
21123,15,15,50,19,[45]
21124,14,15,120,15,[41]
21125,9,1,120,12,"[23, 11, 8, 5, 2, 7]"
21126,13,13,50,9,"[38, 36, 32, 26]"
21127,4,20,120,20,"[9, 12, 16, 20, 18, 56]"
21128,20,20,50,10,"[60, 55, 48]"
21129,6,1,120,17,"[14, 3, 1, 4, 16, 22, 49]"
21130,16,20,120,24,"[50, 56, 62, 66]"
21131,15,15,120,10,[43]
21132,16,1,120,1,"[47, 19, 14, 3]"
21133,16,20,120,2,"[50, 56, 60, 54, 17, 19, 14]"
21134,16,13,50,22,"[48, 27, 33, 37, 39, 75, 65]"
21135,15,15,50,19,[45]
21136,17,11,120,8,"[52, 48, 27, 32, 29, 47]"
21137,9,5,120,22,"[23, 13, 25, 28, 46]"
21138,16,11,120,17,"[48, 27, 32, 29, 49]"
21139,8,1,120,18,"[19, 14, 3, 1, 4, 16, 20, 18]"
21140,22,13,120,7,"[69, 66, 74, 39, 75, 64, 60, 54]"
21141,20,20,50,4,"[60, 54, 17, 19, 15, 11]"
21142,16,13,120,4,"[48, 27, 33, 37, 38, 35, 6]"
21143,15,15,120,17,"[45, 58]"
21144,20,20,120,22,[63]
21145,17,20,120,18,"[53, 59, 60]"
21146,10,1,120,20,"[26, 23, 11, 8, 5, 1, 4, 16, 20, 18, 56]"
21147,5,5,120,10,"[13, 25]"
21148,11,11,120,23,"[34, 42]"
21149,16,20,120,20,"[50, 56]"
21150,10,1,120,12,"[26, 23, 11, 8, 5, 2, 7]"
21151,17,13,120,10,"[53, 57, 46, 69, 66, 74, 38, 36, 32]"
21152,5,5,120,10,"[13, 25]"
21153,9,15,120,21,"[25, 28, 46, 69]"
21154,16,11,50,23,"[48, 27, 34, 42]"
21155,11,11,50,18,"[32, 29, 50]"
21156,5,5,120,10,"[13, 25]"
21157,10,1,120,12,"[26, 23, 11, 8, 5, 2, 7]"
21158,20,20,120,16,"[60, 55]"
21159,1,1,120,9,"[2, 6, 9, 13]"
21160,22,1,120,14,"[69, 66, 74, 38, 35, 5, 2, 7, 36, 34]"
21161,19,15,120,10,"[57, 43]"
21162,7,20,120,16,"[18, 56, 60, 55]"
21163,11,11,50,24,"[34, 42, 73]"
21164,5,5,120,12,"[11, 8, 7]"
21165,9,20,120,14,"[25, 29, 50, 56, 61, 57, 44]"
