id,origin,cs,power,destination,path
7273,17,11,120,23,"[52, 48, 27, 34, 42]"
7274,24,11,120,11,"[76, 71, 40]"
7275,10,20,50,8,"[29, 50, 56, 60, 54, 17]"
7276,12,13,50,22,"[37, 39, 75, 65]"
7277,9,5,120,5,[23]
7278,21,20,120,24,"[64, 62, 66]"
7279,10,11,120,11,[27]
7280,17,5,120,10,"[52, 47, 19, 15, 13, 25]"
7281,11,11,50,15,"[34, 41]"
7282,12,11,120,17,"[36, 32, 29, 49]"
7283,7,11,120,11,"[18, 55, 48, 27]"
7284,17,5,120,10,"[52, 47, 19, 15, 13, 25]"
7285,20,20,120,13,"[62, 66, 74]"
7286,9,13,50,7,"[25, 27, 33, 37, 39, 75, 64, 60, 54]"
7287,11,11,120,15,"[34, 41]"
7288,4,1,50,17,"[8, 5, 1, 4, 16, 22, 49]"
7289,22,5,120,19,"[67, 43, 26, 23, 12, 16, 22, 49, 53]"
7290,8,11,120,6,"[22, 48, 27, 31, 9, 12]"
7291,4,5,120,12,"[9, 11, 8, 7]"
7292,4,13,50,14,"[8, 7, 37, 39, 76, 71]"
7293,16,15,120,21,"[49, 53, 57, 46, 69]"
7294,14,15,120,22,"[41, 46]"
7295,10,15,120,15,[28]
7296,9,11,120,20,"[25, 27, 32, 29, 50, 56]"
7297,9,5,120,10,"[23, 13, 25]"
7298,22,11,120,21,"[67, 44, 40, 34, 42, 73, 75]"
7299,10,5,120,5,"[26, 23]"
7300,12,15,120,10,"[37, 39, 75, 65, 67, 43]"
7301,10,13,50,17,"[27, 33, 37, 39, 75, 65, 67, 45, 58]"
7302,7,11,120,11,"[18, 55, 48, 27]"
7303,15,15,120,22,[46]
7304,4,11,120,11,[10]
7305,11,11,120,22,"[34, 41, 46]"
7306,16,15,120,15,"[49, 53, 57]"
7307,12,1,50,1,"[35, 5]"
7308,21,13,50,13,"[66, 74]"
7309,8,11,120,11,"[22, 48, 27]"
7310,21,15,120,24,"[65, 67, 46, 69, 66]"
7311,16,13,50,9,"[48, 27, 33, 37, 38, 36, 32, 26]"
7312,8,11,120,21,"[22, 48, 27, 34, 42, 73, 75]"
7313,16,13,50,10,"[48, 27, 33, 37, 38, 36, 32]"
7314,21,15,120,15,"[65, 67]"
7315,11,11,120,7,"[32, 29, 50, 54]"
7316,6,5,120,9,"[15, 13]"
7317,16,1,50,18,"[47, 19, 14, 3, 1, 4, 16, 20, 18]"
7318,10,5,120,14,"[26, 23, 11, 10, 34]"
7319,11,11,50,4,[31]
7320,21,13,50,10,"[66, 74, 38, 36, 32]"
7321,22,13,50,12,"[69, 66, 74, 38]"
7322,17,13,50,19,"[53, 57, 46, 69, 66, 74, 39, 75, 65, 67, 45]"
7323,4,5,120,5,[9]
7324,9,5,120,10,"[23, 13, 25]"
7325,8,15,120,4,"[22, 49, 53, 57, 44, 40, 31]"
7326,15,15,120,20,"[45, 59]"
7327,20,20,50,8,"[60, 54, 17]"
7328,22,11,120,23,"[67, 44, 40, 34, 42]"
7329,24,15,120,23,"[75, 65, 67, 46, 70]"
7330,20,20,50,19,[61]
7331,13,13,50,4,"[38, 35, 6]"
7332,24,5,120,23,"[74, 38, 35, 6, 9, 11, 10, 34, 42]"
7333,21,5,120,23,"[65, 67, 43, 26, 23, 11, 10, 34, 42]"
7334,10,15,120,15,[28]
7335,20,20,50,21,[62]
7336,10,20,50,7,"[29, 50, 56, 60, 54]"
7337,1,1,120,11,"[2, 7, 36]"
7338,22,5,120,12,"[67, 43, 26, 23, 11, 8, 7]"
7339,21,5,120,16,"[65, 67, 43, 26, 23, 12, 16, 22]"
7340,14,15,120,16,"[41, 45, 58, 52]"
7341,11,11,120,7,"[32, 29, 50, 54]"
7342,23,11,120,19,"[71, 40, 34, 41, 45]"
7343,14,13,50,13,"[42, 73, 74]"
7344,16,1,50,1,"[47, 19, 14, 3]"
7345,22,13,50,23,"[69, 66, 74, 39, 76]"
7346,10,11,120,16,"[27, 32, 29]"
7347,13,13,120,22,"[39, 75, 65]"
7348,11,11,120,8,"[31, 9, 12, 16]"
7349,6,20,120,20,"[16, 20, 18, 56]"
7350,17,11,120,24,"[52, 48, 27, 34, 42, 73]"
7351,22,20,120,21,"[68, 62]"
7352,1,1,120,17,"[1, 4, 16, 22, 49]"
7353,10,11,120,20,"[27, 32, 29, 50, 56]"
7354,13,13,50,10,"[38, 36, 32]"
7355,13,13,50,7,"[39, 75, 64, 60, 54]"
7356,14,13,50,9,"[42, 73, 74, 38, 36, 32, 26]"
7357,1,1,120,10,"[2, 6, 9, 13, 25]"
7358,7,13,50,22,"[18, 56, 62, 66, 74, 39, 75, 65]"
7359,11,11,50,5,"[31, 9]"
7360,8,20,120,22,"[20, 18, 56, 63]"
7361,17,1,50,22,"[52, 47, 19, 14, 3, 2, 7, 37, 39, 75, 65]"
7362,20,20,120,15,"[61, 57]"
7363,17,5,120,10,"[52, 47, 19, 15, 13, 25]"
7364,10,15,120,15,[28]
7365,17,15,120,15,"[53, 57]"
7366,17,15,120,15,"[53, 57]"
7367,20,20,120,21,[62]
7368,10,15,120,15,[28]
7369,13,13,120,23,"[39, 76]"
7370,10,15,120,9,"[28, 43, 26]"
7371,16,13,50,17,"[48, 27, 33, 37, 39, 75, 65, 67, 45, 58]"
7372,16,5,120,8,"[47, 19, 15, 12, 16]"
7373,4,15,120,8,"[10, 34, 41, 45, 58, 52, 47]"
7374,13,13,50,15,"[39, 75, 65, 67]"
7375,22,15,120,17,"[67, 45, 58]"
7376,9,5,120,12,"[23, 11, 8, 7]"
7377,11,11,120,16,"[32, 29]"
7378,22,15,120,19,"[67, 45]"
7379,22,5,120,14,"[67, 43, 26, 23, 11, 10, 34]"
7380,14,1,50,1,"[40, 33, 35, 5]"
7381,8,15,120,19,"[22, 49, 53, 57, 45]"
7382,18,1,50,10,"[54, 17, 19, 14, 3, 2, 6, 9, 13, 25]"
7383,8,5,120,16,"[19, 15, 12, 16, 22]"
7384,9,5,120,5,[23]
7385,12,5,120,16,"[35, 6, 9, 12, 16, 22]"
7386,9,11,120,11,"[25, 27]"
7387,10,15,120,15,[28]
7388,10,20,50,9,"[29, 50, 56, 60, 55, 48, 26]"
7389,20,20,50,16,"[60, 55]"
7390,8,20,120,20,"[20, 18, 56]"
7391,10,13,50,7,"[27, 33, 37, 39, 75, 64, 60, 54]"
7392,20,20,120,18,[60]
7393,7,1,50,17,"[17, 19, 14, 3, 1, 4, 16, 22, 49]"
7394,1,1,50,4,"[2, 6]"
7395,16,20,120,20,"[50, 56]"
7396,12,13,50,17,"[37, 39, 75, 65, 67, 45, 58]"
7397,20,20,50,13,"[62, 66, 74]"
7398,18,1,50,19,"[54, 17, 19, 14, 3, 1, 4, 16, 22, 49, 53]"
7399,12,13,50,13,[37]
7400,14,15,120,23,"[41, 46, 70]"
7401,15,15,120,16,"[45, 58, 52]"
7402,5,5,120,8,"[12, 16]"
7403,7,11,120,19,"[18, 55, 48, 27, 34, 41, 45]"
7404,16,13,50,23,"[48, 27, 33, 37, 39, 76]"
7405,4,15,120,15,"[10, 34, 41]"
7406,22,15,120,15,[67]
7407,23,20,120,24,"[72, 68, 62, 66]"
7408,7,15,120,15,"[18, 55, 49, 53, 57]"
7409,4,20,120,16,"[9, 12, 16, 20, 18, 56, 60, 55]"
7410,11,11,50,8,"[31, 9, 12, 16]"
7411,16,15,120,2,"[49, 53, 57, 45, 58, 52, 47, 19, 14]"
7412,9,11,120,10,"[25, 27, 32]"
7413,24,20,120,20,"[75, 64]"
7414,21,20,120,20,[64]
7415,14,13,50,17,"[42, 73, 74, 39, 75, 65, 67, 45, 58]"
7416,20,20,120,8,"[60, 54, 17]"
7417,17,11,120,10,"[52, 48, 27, 32]"
7418,19,13,50,17,"[57, 46, 69, 66, 74, 39, 75, 65, 67, 45, 58]"
7419,7,20,120,8,"[18, 56, 60, 54, 17]"
7420,11,11,50,4,[31]
7421,12,15,120,15,"[37, 39, 75, 65, 67]"
7422,19,11,120,16,"[57, 44, 40, 32, 29]"
7423,24,11,120,11,"[76, 71, 40]"
7424,5,5,120,11,"[11, 10]"
7425,19,11,120,21,"[57, 44, 40, 34, 42, 73, 75]"
7426,16,20,120,17,"[50, 56, 61, 58]"
7427,21,5,120,22,"[65, 67, 43, 26, 23, 13, 25, 28, 46]"
7428,24,11,120,11,"[76, 71, 40]"
7429,15,15,120,21,"[46, 69]"
7430,22,5,120,4,"[67, 43, 26, 23, 11]"
7431,4,11,120,17,"[10, 32, 29, 49]"
7432,19,5,120,7,"[58, 52, 47, 19, 15, 12, 16, 20]"
7433,20,20,120,7,"[60, 54]"
7434,14,20,120,22,"[41, 45, 59, 63]"
7435,14,20,120,9,"[41, 45, 59, 60, 55, 48, 26]"
7436,22,13,50,17,"[69, 66, 74, 39, 75, 65, 67, 45, 58]"
8654,16,1,120,12,"[47, 19, 14, 3, 2, 7]"
8655,16,13,120,24,"[48, 27, 33, 37, 39]"
8656,23,20,50,14,"[72, 68, 61, 57, 44]"
8657,24,13,120,13,[74]
8658,10,11,50,17,"[27, 32, 29, 49]"
8659,16,15,50,10,"[49, 53, 57, 43]"
8660,13,13,120,14,"[39, 76, 71]"
8661,22,11,50,11,"[70, 71, 40]"
8662,17,1,120,16,"[52, 47, 19, 14, 3, 1, 4, 16, 22]"
8663,15,15,50,10,[43]
8664,20,20,50,17,"[61, 58]"
8665,16,15,50,10,"[49, 53, 57, 43]"
8666,8,20,50,24,"[20, 18, 56, 62, 66]"
8667,7,5,50,10,"[17, 19, 15, 13, 25]"
8668,12,13,120,19,"[37, 39, 75, 65, 67, 45]"
8669,7,11,50,11,"[18, 55, 48, 27]"
8670,24,5,50,14,"[74, 38, 35, 6, 9, 11, 10, 34]"
8671,11,11,50,10,[32]
8672,10,20,120,9,"[29, 50, 56, 60, 55, 48, 26]"
8673,9,5,50,8,"[23, 12, 16]"
8674,15,15,50,13,"[46, 69, 66, 74]"
8675,7,13,120,6,"[18, 56, 62, 66, 74, 38, 35, 6, 9, 12]"
8676,16,11,50,9,"[48, 27, 32, 26]"
8677,10,1,120,2,"[26, 23, 11, 8, 5, 1]"
8678,16,13,120,13,"[48, 27, 33, 37]"
8679,14,1,120,10,"[40, 33, 35, 5, 2, 6, 9, 13, 25]"
8680,17,5,50,18,"[52, 47, 19, 15, 12, 16, 20, 18]"
8681,10,13,120,21,"[27, 33, 37, 39, 75]"
8682,20,20,50,16,"[60, 55]"
8683,19,1,120,9,"[58, 52, 47, 19, 14, 3, 2, 6, 9, 13]"
8684,16,20,50,20,"[50, 56]"
8685,11,11,50,8,"[31, 9, 12, 16]"
8686,6,1,120,1,"[14, 3]"
8687,10,15,50,14,"[28, 44]"
8688,17,20,50,20,"[53, 59]"
8689,14,5,50,21,"[40, 31, 9, 13, 25, 28, 46, 69]"
8690,6,20,50,22,"[16, 20, 18, 56, 63]"
8691,20,20,120,9,"[60, 55, 48, 26]"
8692,10,5,50,20,"[26, 23, 12, 16, 20, 18, 56]"
8693,19,5,50,8,"[58, 52, 47, 19, 15, 12, 16]"
8694,20,20,50,13,"[62, 66, 74]"
8695,21,20,50,22,"[64, 63]"
8696,15,15,50,22,[46]
8697,1,1,120,23,"[2, 7, 37, 39, 76]"
8698,10,15,50,16,"[28, 45, 58, 52]"
8699,8,15,50,10,"[22, 49, 53, 57, 43]"
8700,12,5,50,23,"[35, 6, 9, 11, 10, 34, 42]"
8701,17,5,50,22,"[52, 47, 19, 15, 13, 25, 28, 46]"
8702,20,20,50,18,[60]
8703,14,15,50,15,[41]
8704,13,13,50,11,"[38, 36]"
8705,19,5,50,17,"[58, 52, 47, 19, 15, 12, 16, 22, 49]"
8706,11,11,120,21,"[34, 42, 73, 75]"
8707,21,11,50,19,"[66, 76, 71, 40, 34, 41, 45]"
8708,9,11,50,11,"[25, 27]"
8709,16,20,50,18,"[50, 56, 60]"
8710,14,1,120,16,"[40, 33, 35, 5, 1, 4, 16, 22]"
8711,14,20,50,24,"[41, 45, 59, 62, 66]"
8712,11,11,50,23,"[34, 42]"
8713,15,15,50,10,[43]
8714,20,20,50,17,"[61, 58]"
8715,10,11,50,11,[27]
8716,11,11,50,12,[33]
8717,17,15,50,19,"[53, 57, 45]"
8718,15,15,50,24,"[46, 69, 66]"
8719,6,1,120,1,"[14, 3]"
8720,23,11,50,14,"[71, 40, 34]"
8721,10,11,50,16,"[27, 32, 29]"
8722,10,11,50,11,[27]
8723,1,1,120,9,"[2, 6, 9, 13]"
8724,12,5,50,8,"[35, 6, 9, 12, 16]"
8725,23,20,50,20,"[72, 68]"
8726,20,20,50,13,"[62, 66, 74]"
8727,21,13,120,4,"[66, 74, 38, 35, 6]"
8728,2,11,50,11,"[4, 15, 11, 10]"
8729,10,1,120,17,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49]"
8730,10,15,50,12,"[28, 46, 69, 66, 74, 38]"
8731,16,15,50,21,"[49, 53, 57, 46, 69]"
8732,11,11,50,13,"[33, 37]"
8733,20,20,50,10,"[60, 55, 48]"
8734,16,11,50,9,"[48, 27, 32, 26]"
8735,19,1,120,22,"[58, 52, 47, 19, 14, 3, 2, 7, 37, 39, 75, 65]"
8736,16,13,120,10,"[48, 27, 33, 37, 38, 36, 32]"
8737,19,15,50,15,[57]
8738,9,20,50,23,"[25, 29, 50, 56, 63, 70]"
8739,16,5,50,10,"[47, 19, 15, 13, 25]"
8740,6,13,120,22,"[15, 11, 8, 7, 37, 39, 75, 65]"
8741,14,1,120,22,"[40, 33, 35, 5, 2, 7, 37, 39, 75, 65]"
8742,23,1,120,1,"[73, 74, 38, 35, 5]"
8743,22,20,50,20,[68]
8744,23,13,120,12,"[73, 74, 38]"
8745,14,20,50,10,"[41, 45, 59, 60, 55, 48]"
8746,8,5,50,19,"[19, 15, 12, 16, 22, 49, 53]"
8747,13,13,50,15,"[39, 75, 65, 67]"
8748,11,11,120,9,"[32, 26]"
8749,11,11,120,23,"[34, 42]"
8750,17,5,50,9,"[52, 47, 19, 15, 13]"
8751,1,1,120,15,"[2, 7, 36, 34, 41]"
8752,22,15,50,15,[67]
8753,22,5,50,18,"[67, 43, 26, 23, 12, 16, 20, 18]"
8754,8,20,50,16,"[20, 18, 56, 60, 55]"
8755,11,11,50,22,"[34, 41, 46]"
8756,10,1,120,20,"[26, 23, 11, 8, 5, 1, 4, 16, 20, 18, 56]"
8757,16,15,50,9,"[49, 53, 57, 43, 26]"
8758,17,13,120,4,"[53, 57, 46, 69, 66, 74, 38, 35, 6]"
8759,17,5,50,9,"[52, 47, 19, 15, 13]"
8760,10,1,120,17,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49]"
8761,8,5,50,5,"[19, 15]"
8762,11,11,120,23,"[34, 42]"
8763,13,13,120,10,"[38, 36, 32]"
8764,20,20,50,10,"[60, 55, 48]"
8765,10,13,120,23,"[27, 33, 37, 39, 76]"
8766,12,20,50,20,"[37, 39, 75, 64]"
8767,13,13,50,8,"[38, 35, 6, 9, 12, 16]"
8768,8,13,120,14,"[19, 15, 11, 8, 7, 37, 39, 76, 71]"
8769,19,13,120,17,"[57, 46, 69, 66, 74, 39, 75, 65, 67, 45, 58]"
8770,21,11,50,11,"[66, 76, 71, 40]"
8771,4,20,50,10,"[9, 12, 16, 20, 18, 56, 60, 55, 48]"
8772,10,5,50,17,"[26, 23, 12, 16, 22, 49]"
8773,8,15,50,10,"[22, 49, 53, 57, 43]"
8774,4,11,50,11,[10]
8775,20,20,120,14,"[61, 57, 44]"
8776,4,11,50,8,"[10, 32, 29, 47]"
8777,8,1,120,17,"[19, 14, 3, 1, 4, 16, 22, 49]"
8778,8,1,120,7,"[19, 14, 3, 1, 4, 16, 20]"
8779,23,15,50,15,"[72, 67]"
8780,15,15,50,14,[44]
8781,23,1,120,22,"[73, 74, 38, 35, 5, 2, 7, 37, 39, 75, 65]"
8782,10,11,50,17,"[27, 32, 29, 49]"
8783,10,11,50,11,[27]
8784,7,1,120,1,"[17, 19, 14, 3]"
8785,10,5,50,22,"[26, 23, 13, 25, 28, 46]"
8786,10,1,120,17,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49]"
8787,10,5,50,22,"[26, 23, 13, 25, 28, 46]"
8788,11,11,50,23,"[34, 42]"
8789,10,20,120,22,"[29, 50, 56, 63]"
8790,24,5,50,12,"[74, 38, 35, 6, 9, 11, 8, 7]"
8791,17,11,50,12,"[52, 48, 27, 33]"
8792,9,5,50,12,"[23, 11, 8, 7]"
8793,4,5,50,7,"[9, 12, 16, 20]"
8794,22,13,120,10,"[69, 66, 74, 38, 36, 32]"
8795,16,20,50,12,"[50, 56, 62, 66, 74, 38]"
8796,20,20,120,18,[60]
8797,10,1,120,24,"[26, 23, 11, 8, 5, 2, 7, 37, 39]"
8798,13,13,120,15,"[39, 75, 65, 67]"
8799,24,20,50,10,"[75, 64, 60, 55, 48]"
8800,16,13,120,17,"[48, 27, 33, 37, 39, 75, 65, 67, 45, 58]"
8801,20,20,50,22,[63]
8802,20,20,50,22,[63]
8803,4,13,120,10,"[8, 7, 37, 38, 36, 32]"
8804,12,5,50,23,"[35, 6, 9, 11, 10, 34, 42]"
8805,10,15,50,17,"[28, 45, 58]"
8806,13,13,120,22,"[39, 75, 65]"
8807,14,5,50,17,"[40, 31, 9, 12, 16, 22, 49]"
8808,23,15,50,8,"[72, 67, 45, 58, 52, 47]"
8809,17,1,120,10,"[52, 47, 19, 14, 3, 2, 6, 9, 13, 25]"
8810,21,15,50,8,"[65, 67, 45, 58, 52, 47]"
8811,16,1,120,17,"[47, 19, 14, 3, 1, 4, 16, 22, 49]"
8812,7,13,120,13,"[18, 56, 62, 66, 74]"
8813,8,1,120,16,"[19, 14, 3, 1, 4, 16, 22]"
8814,17,11,50,11,"[52, 48, 27]"
8815,13,13,50,10,"[38, 36, 32]"
8816,8,15,50,10,"[22, 49, 53, 57, 43]"
8817,24,5,50,17,"[74, 38, 35, 6, 9, 12, 16, 22, 49]"
8818,22,13,120,9,"[69, 66, 74, 38, 36, 32, 26]"
8819,24,15,50,16,"[75, 65, 67, 45, 58, 52]"
8820,17,20,50,20,"[53, 59]"
8821,13,13,120,15,"[39, 75, 65, 67]"
8822,11,11,120,4,[31]
8823,8,5,50,10,"[19, 15, 13, 25]"
8824,13,13,120,14,"[39, 76, 71]"
8825,15,15,50,10,[43]
8826,11,11,50,10,[32]
8827,14,5,50,9,"[40, 31, 9, 13]"
8828,10,11,50,17,"[27, 32, 29, 49]"
8829,10,11,50,17,"[27, 32, 29, 49]"
8830,20,20,120,17,"[61, 58]"
8831,20,20,120,10,"[60, 55, 48]"
8832,15,15,120,4,"[44, 40, 31]"
8833,1,1,50,10,"[2, 6, 9, 13, 25]"
8834,8,1,120,16,"[19, 14, 3, 1, 4, 16, 22]"
8835,10,5,50,12,"[26, 23, 11, 8, 7]"
8836,1,1,50,11,"[2, 7, 36]"
8837,11,11,50,14,[34]
8838,1,1,120,9,"[2, 6, 9, 13]"
8839,14,13,120,10,"[42, 73, 74, 38, 36, 32]"
8840,1,1,120,6,"[1, 4]"
8841,17,11,50,9,"[52, 48, 27, 32, 26]"
8842,17,5,50,6,"[52, 47, 19, 15, 12]"
8843,21,11,50,16,"[66, 76, 71, 40, 32, 29]"
8844,10,15,50,15,[28]
8845,14,1,120,12,"[40, 33, 35, 5, 2, 7]"
8846,12,5,50,10,"[35, 6, 9, 13, 25]"
8847,11,11,50,10,[32]
8848,22,15,50,15,[67]
8849,11,11,50,10,[32]
8850,10,5,50,22,"[26, 23, 13, 25, 28, 46]"
8851,15,15,50,10,[43]
8852,11,11,120,8,"[31, 9, 12, 16]"
8853,22,5,50,19,"[67, 43, 26, 23, 12, 16, 22, 49, 53]"
8854,6,11,50,10,"[15, 11, 10, 32]"
8855,12,1,120,7,"[35, 5, 1, 4, 16, 20]"
8856,12,13,120,13,[37]
8857,22,5,50,24,"[67, 43, 26, 23, 11, 8, 7, 37, 39]"
8858,16,5,50,5,"[47, 19, 15]"
8859,17,15,50,15,"[53, 57]"
8860,20,20,50,16,"[60, 55]"
8861,16,11,50,18,"[48, 27, 32, 29, 50]"
8862,22,11,50,11,"[70, 71, 40]"
8863,11,11,120,23,"[34, 42]"
8864,17,5,50,10,"[52, 47, 19, 15, 13, 25]"
8865,15,15,50,17,"[45, 58]"
8866,19,5,50,7,"[58, 52, 47, 19, 15, 12, 16, 20]"
8867,23,15,50,15,"[72, 67]"
8868,11,11,120,4,[31]
8869,12,1,120,10,"[35, 5, 2, 6, 9, 13, 25]"
8870,22,11,50,7,"[70, 71, 40, 32, 29, 50, 54]"
8871,8,1,120,2,"[19, 14, 3, 1]"
8872,15,15,50,22,[46]
8873,17,13,120,6,"[53, 57, 46, 69, 66, 74, 38, 35, 6, 9, 12]"
8874,17,11,50,14,"[52, 48, 27, 34]"
8875,24,13,120,10,"[74, 38, 36, 32]"
8876,2,1,120,16,"[3, 1, 4, 16, 22]"
8877,12,5,50,14,"[35, 6, 9, 11, 10, 34]"
8878,7,15,50,9,"[18, 55, 49, 53, 57, 43, 26]"
10096,14,20,120,10,"[41, 45, 59, 60, 55, 48]"
10097,10,5,120,6,"[26, 23, 12]"
10098,17,20,120,20,"[53, 59]"
10099,22,5,120,14,"[67, 43, 26, 23, 11, 10, 34]"
10100,8,13,120,10,"[19, 15, 11, 8, 7, 37, 38, 36, 32]"
10101,20,20,120,10,"[60, 55, 48]"
10102,16,11,50,4,"[48, 27, 31]"
10103,22,5,120,19,"[67, 43, 26, 23, 12, 16, 22, 49, 53]"
10104,6,20,120,20,"[16, 20, 18, 56]"
10105,10,1,120,12,"[26, 23, 11, 8, 5, 2, 7]"
10106,17,20,120,22,"[53, 59, 63]"
10107,10,1,120,1,"[26, 23, 11, 8, 5]"
10108,16,20,120,10,"[50, 56, 60, 55, 48]"
10109,7,13,120,10,"[18, 56, 62, 66, 74, 38, 36, 32]"
10110,10,15,120,15,[28]
10111,24,20,120,22,"[75, 64, 63]"
10112,11,11,50,10,[32]
10113,14,11,120,11,[40]
10114,24,20,120,20,"[75, 64]"
10115,19,5,120,10,"[58, 52, 47, 19, 15, 13, 25]"
10116,7,5,120,9,"[17, 19, 15, 13]"
10117,14,1,120,9,"[40, 33, 35, 5, 2, 6, 9, 13]"
10118,22,1,120,6,"[69, 66, 74, 38, 35, 5, 1, 4]"
10119,20,20,120,23,"[63, 70]"
10120,16,5,120,11,"[47, 19, 15, 11, 10]"
10121,8,15,120,6,"[22, 49, 53, 57, 45, 58, 52, 47, 19]"
10122,7,13,120,13,"[18, 56, 62, 66, 74]"
10123,17,20,120,20,"[53, 59]"
10124,10,15,120,17,"[28, 45, 58]"
10125,21,13,120,13,"[66, 74]"
10126,10,11,120,9,"[27, 32, 26]"
10127,21,11,120,11,"[66, 76, 71, 40]"
10128,21,20,120,20,[64]
10129,5,5,50,15,"[13, 25, 28]"
10130,16,13,50,17,"[48, 27, 33, 37, 39, 75, 65, 67, 45, 58]"
10131,4,1,120,3,"[8, 5, 2]"
10132,10,5,120,7,"[26, 23, 12, 16, 20]"
10133,10,1,120,14,"[26, 23, 11, 8, 5, 2, 7, 36, 34]"
10134,14,5,120,9,"[40, 31, 9, 13]"
10135,10,11,120,9,"[27, 32, 26]"
10136,10,15,120,15,[28]
10137,23,5,120,22,"[71, 40, 31, 9, 13, 25, 28, 46]"
10138,9,11,120,11,"[25, 27]"
10139,23,1,120,21,"[73, 74, 38, 35, 5, 2, 7, 37, 39, 75]"
10140,12,15,120,9,"[37, 39, 75, 65, 67, 43, 26]"
10141,13,13,120,10,"[38, 36, 32]"
10142,10,5,120,19,"[26, 23, 12, 16, 22, 49, 53]"
10143,17,20,120,23,"[53, 59, 63, 70]"
10144,12,20,120,17,"[37, 39, 75, 64, 61, 58]"
10145,8,5,120,10,"[19, 15, 13, 25]"
10146,9,1,120,1,"[23, 11, 8, 5]"
10147,21,20,120,22,"[64, 63]"
10148,23,15,120,14,"[72, 67, 44]"
10149,11,11,120,15,"[34, 41]"
10150,16,5,120,5,"[47, 19, 15]"
10151,1,1,50,10,"[2, 6, 9, 13, 25]"
10152,23,11,120,16,"[71, 40, 32, 29]"
10153,8,1,120,10,"[19, 14, 3, 2, 6, 9, 13, 25]"
10154,5,5,50,8,"[12, 16]"
10155,20,20,50,21,[62]
10156,21,5,120,10,"[65, 67, 43, 26, 23, 13, 25]"
10157,13,13,50,1,"[38, 35, 5]"
10158,11,11,50,17,"[32, 29, 49]"
10159,20,20,120,4,"[60, 54, 17, 19, 15, 11]"
10160,23,20,120,10,"[72, 68, 60, 55, 48]"
10161,16,11,120,9,"[48, 27, 32, 26]"
10162,19,15,120,15,[57]
10163,24,1,120,9,"[74, 38, 35, 5, 2, 6, 9, 13]"
10164,10,1,120,1,"[26, 23, 11, 8, 5]"
10165,14,1,120,17,"[40, 33, 35, 5, 1, 4, 16, 22, 49]"
10166,22,20,120,21,"[68, 62]"
10167,10,13,120,13,"[27, 33, 37]"
10168,9,13,120,13,"[25, 27, 33, 37]"
10169,16,5,120,9,"[47, 19, 15, 13]"
10170,15,15,120,10,[43]
10171,8,1,120,16,"[19, 14, 3, 1, 4, 16, 22]"
10172,12,11,120,6,"[36, 31, 9, 12]"
10173,17,1,120,4,"[52, 47, 19, 14, 3, 2, 6]"
10174,5,5,50,22,"[13, 25, 28, 46]"
10175,10,1,120,8,"[26, 23, 11, 8, 5, 1, 4, 16]"
10176,4,13,120,13,"[8, 7, 37]"
10177,15,15,50,22,[46]
10178,8,5,120,17,"[19, 15, 12, 16, 22, 49]"
10179,15,15,120,11,"[44, 40]"
10180,10,5,120,14,"[26, 23, 11, 10, 34]"
10181,10,1,120,20,"[26, 23, 11, 8, 5, 1, 4, 16, 20, 18, 56]"
10182,22,15,120,14,"[67, 44]"
10183,22,20,120,20,[68]
10184,17,1,120,10,"[52, 47, 19, 14, 3, 2, 6, 9, 13, 25]"
10185,15,15,120,5,"[43, 26, 23]"
10186,12,11,120,23,"[36, 34, 42]"
10187,14,5,120,8,"[40, 31, 9, 12, 16]"
10188,22,15,120,21,"[67, 46, 69]"
10189,9,1,120,18,"[23, 11, 8, 5, 1, 4, 16, 20, 18]"
10190,5,5,50,6,[12]
10191,8,15,120,9,"[22, 49, 53, 57, 43, 26]"
10192,9,1,120,4,"[23, 11, 8, 5, 2, 6]"
10193,10,5,120,9,"[26, 23, 13]"
10194,4,13,120,9,"[8, 7, 37, 38, 36, 32, 26]"
10195,12,15,120,16,"[37, 39, 75, 65, 67, 45, 58, 52]"
10196,13,13,50,12,[38]
10197,6,5,120,16,"[15, 12, 16, 22]"
10198,16,13,50,17,"[48, 27, 33, 37, 39, 75, 65, 67, 45, 58]"
10199,17,20,120,12,"[53, 59, 62, 66, 74, 38]"
10200,22,11,120,21,"[67, 44, 40, 34, 42, 73, 75]"
10201,17,1,120,12,"[52, 47, 19, 14, 3, 2, 7]"
10202,20,20,120,12,"[62, 66, 74, 38]"
10203,8,1,120,7,"[19, 14, 3, 1, 4, 16, 20]"
10204,19,11,120,22,"[57, 44, 40, 34, 41, 46]"
10205,11,11,120,5,"[31, 9]"
10206,10,13,120,7,"[27, 33, 37, 39, 75, 64, 60, 54]"
10207,20,20,50,9,"[60, 55, 48, 26]"
10208,7,13,120,16,"[18, 56, 62, 66, 74, 38, 36, 32, 29]"
10209,10,15,120,15,[28]
10210,16,1,120,22,"[47, 19, 14, 3, 2, 7, 37, 39, 75, 65]"
10211,13,13,120,16,"[38, 36, 32, 29]"
10212,11,11,50,14,[34]
10213,20,20,120,22,[63]
10214,22,15,120,15,[67]
10215,15,15,50,17,"[45, 58]"
10216,18,20,120,16,"[56, 60, 55]"
10217,13,13,50,17,"[39, 75, 65, 67, 45, 58]"
